crew,title,release_date,return,budget,revenue
['charles matton'],Spermula,1976-07-07,0.0,0.0,0.0
['jeff centauri'],The Fear of Speed,2002-08-02,0.0,0.0,0.0
['f. a. brabec'],Wild Flowers,2000-12-07,0.0,0.0,0.0
['anita rosenberg'],Assault of the Killer Bimbos,1988-05-06,0.0,0.0,0.0
['koichi ishiguro'],The Guyver: Bio-Booster Armor,1989-09-25,0.0,0.0,0.0
['mariano peralta'],Snuff 102,2007-03-01,0.0,0.0,0.0
['philippe lellouche'],A Prince (almost) Charming,2013-01-07,inf,0.0,214000.0
['danny lerner'],Shark Zone,2003-10-14,0.0,0.0,0.0
['édouard molinaro'],Door on the Left as You Leave the Elevator,1988-08-31,0.0,0.0,0.0
['sigi rothemund'],The Fruit Is Ripe,1977-01-20,0.0,0.0,0.0
['vicente aranda'],The Naked Eye,1998-02-20,0.0,0.0,0.0
['ernst hofbauer'],Schoolgirl Report Part 1: What Parents Don't Think Is Possible,1970-10-23,0.0,0.0,0.0
['álvaro de armiñán'],Open Graves,2009-09-19,0.0,6500000.0,0.0
['hiroyuki kitakubo'],Black Magic M-66,1987-06-28,0.0,0.0,0.0
['david decoteau'],Dr. Alien,1989-10-12,0.0,0.0,0.0
['nick everhart'],2012 Doomsday,2008-02-12,0.0,250000.0,0.0
['daniel calparsoro'],Combustion,2013-04-26,0.0,0.0,0.0
['stanley a. long'],Adventures Of A Taxi Driver,1976-04-30,0.0,0.0,0.0
['francis veber'],Fugitives,1986-06-06,0.0,0.0,0.0
['tinto brass'],The Voyeur,1994-01-27,0.0,0.0,0.0
['peter chung'],The Chronicles of Riddick: Dark Fury,2004-06-15,0.0,0.0,0.0
['avi nesher'],She,1984-07-12,0.0,0.0,0.0
['michael herbig'],Manitou's Shoe,2001-07-11,0.0,0.0,0.0
['shinji aramaki'],Appleseed: Ex Machina,2007-10-19,0.0,0.0,0.0
['prapas cholsaranon'],The Giant King,2012-10-04,0.0,0.0,0.0
['d.j. webster'],The Dark Side of The Moon,1990-05-30,0.0,0.0,0.0
['anatoly eyramdzhan'],My Seawoman,1990-06-01,0.0,0.0,0.0
['yevgeni karelov'],Seven Old Men and One Girl,1968-06-06,0.0,0.0,0.0
['konstantin voynov'],The Marriage of Balzaminov,1964-06-06,0.0,0.0,0.0
['nikolai kalinin'],The Cutlass,1973-01-01,0.0,0.0,0.0
['viktor makarov'],Take Care of the Women!,1981-10-01,0.0,0.0,0.0
['anton sivers'],Butterfly Kiss,2006-06-06,0.0,0.0,0.0
['kritsaman wattananarong'],The Life Of Buddha,2007-12-05,0.0,4000000.0,0.0
['aleksandr nevzorov'],Purgatory,1998-03-23,0.0,0.0,0.0
[],Rammstein: Live aus Berlin,1999-08-31,0.0,0.0,0.0
['gennadiy ostrovskiy'],Dumpling Brothers,2013-08-29,0.0,0.0,0.0
['sergei mikaelyan'],The Bonus,1974-01-01,0.0,0.0,0.0
['anatoly eyramdzhan'],Babnik,1990-02-01,0.0,0.0,0.0
['roman prygunov'],Indigo,2008-03-20,0.0,2500000.0,0.0
['edmond keosayan'],The Cook,1965-06-06,0.0,0.0,0.0
['georgi natanson'],Valentin and Valentina,1985-12-12,0.0,0.0,0.0
['gerald bezhanov'],Where Is Enohp Located?,1987-06-06,0.0,0.0,0.0
['eldar ryazanov'],Zigzag of Success,1968-01-01,0.0,0.0,0.0
['alla surikova'],Be My Husband,1981-06-06,0.0,0.0,0.0
['pyotr todorovskiy'],The Mechanic Gavrilov's Beloved Woman,1982-03-08,0.0,0.0,0.0
['tatyana lukashevich'],The Foundling,1939-06-06,0.0,0.0,0.0
['ivan pyryev'],Tractor Drivers,1939-07-03,0.0,0.0,0.0
['oleg bondarev'],The Stepmother,1973-06-06,0.0,0.0,0.0
['rené clair'],The Imaginary Voyage,1926-04-30,0.0,0.0,0.0
['igor dobrolyubov'],White Dew,1983-06-06,0.0,0.0,0.0
['aleksandr zakharov'],The Invisible Man,1984-01-12,0.0,0.0,0.0
['tatyana lioznova'],Three Poplars on Plyuschikha Street,1967-06-06,0.0,0.0,0.0
['genrikh oganisyan'],Three Plus Two,1963-07-03,0.0,0.0,0.0
['jeff schechter'],The Tracker,2001-11-21,0.0,0.0,0.0
['fred garson'],The Dancer,2000-06-07,0.0,0.0,0.0
['reto salimbeni'],One Way,2006-10-21,0.0,0.0,0.0
['jesús franco'],Succubus,1968-04-19,0.0,0.0,0.0
['roman zaluski'],"Och, Karol",1985-10-21,0.0,0.0,0.0
['claudio guerín'],A Bell From Hell,1973-10-01,0.0,0.0,0.0
['olivier megaton'],Exit,2000-07-11,0.0,1000000.0,0.0
['greg zglinski'],Courage,2011-11-18,0.0,0.0,0.0
['pau freixas'],Heroes,2010-10-22,0.0,0.0,0.0
['jindřich polák'],Tomorrow I'll Wake Up and Scald Myself with Tea,1977-06-01,0.0,0.0,0.0
['roman prygunov'],Soulless 2,2015-03-05,0.0,0.0,0.0
"[""patrick o'dell""]",Dumb: The Story of Big Brother Magazine,2017-06-03,0.0,0.0,0.0
['hans-jürgen syberberg'],Parsifal,1982-04-30,0.0,0.0,0.0
['rigoberto pérezcano'],Tropical Carmine,2014-10-16,0.0,0.0,0.0
['joachim lafosse'],After Love,2016-06-08,0.0,0.0,0.0
['jim cummings'],Thunder Road,2016-01-23,0.0,0.0,0.0
['simon cartwright'],Manoman,2015-01-01,0.0,0.0,0.0
['cameron covell'],The Most Beautiful Thing,2012-05-15,0.0,0.0,0.0
['hans w. geißendörfer'],The Glass Cell,1978-04-05,0.0,0.0,0.0
['julien duvivier'],Anna Karenina,1948-01-22,0.0,0.0,0.0
['marcus vetter'],The Promise,2016-10-27,0.0,300000.0,0.0
['jamie m. dagg'],Sweet Virginia,2017-11-17,0.0,0.0,0.0
['vladimir de fontenay'],Mobile Homes,2018-04-04,0.0,0.0,0.0
['emer reynolds'],The Farthest,2017-02-26,0.0,0.0,0.0
['nikolai stambula'],Crossing the Last Line,1991-07-09,0.0,0.0,0.0
['ermek tursunov'],The Old Man,2012-01-01,0.0,0.0,0.0
['hansol sin'],A Tale of Legendary Libido,2008-04-30,0.0,0.0,0.0
['toby genkel'],A Stork's Journey,2017-05-11,0.0,0.0,0.0
['maurício farias'],A Grande Família: O Filme,2007-01-26,0.0,0.0,0.0
['rupert goold'],Macbeth,2010-10-06,0.0,0.0,0.0
['simon dixon'],Tiger Raid,2016-10-07,0.0,0.0,0.0
['philippe labro'],Hunter Will Get You,1976-02-01,0.0,0.0,0.0
['vytautas zalakevičius'],Nobody Wanted to Die,1965-09-04,0.0,0.0,0.0
['john paddy carstairs'],Up in the World,1956-01-01,0.0,0.0,0.0
['aleksandr stolper'],The Alive and the Dead,1963-06-06,0.0,0.0,0.0
['shinji sômai'],Love Hotel,1985-08-03,0.0,0.0,0.0
['alex anwandter'],You'll Never Be Alone,2016-02-13,0.0,0.0,0.0
['daniel raim'],Harold and Lillian: A Hollywood Love Story,2015-11-17,0.0,0.0,0.0
['nick hamm'],The Journey,2017-03-30,0.0,0.0,0.0
['roger donaldson'],McLaren,2017-05-25,0.0,0.0,0.0
['zeki demirkubuz'],Destiny,2006-01-01,0.0,0.0,0.0
['yuli raizman'],Kommunist,1958-02-03,0.0,0.0,0.0
['stéphanie di giusto'],The Dancer,2016-09-28,0.0,0.0,0.0
['richard laxton'],Grow Your Own,2007-06-15,0.0,0.0,0.0
['dmitri meskhiyev'],The Battalion,2015-02-20,0.7547762,10000000.0,7547762.0
['blake freeman'],All About the Money,2017-06-02,0.0,0.0,0.0
['michael tuchner'],30 Years to Life,1998-01-01,0.0,0.0,0.0
['brad f. grinter'],Blood Freak,1972-01-01,0.0,0.0,0.0
['vasili pichul'],Little Vera,1988-10-01,0.0,0.0,0.0
['iosif kheifits'],The Rumyantsev Case,1955-06-06,0.0,0.0,0.0
['ivan pyryev'],Tale of the Siberian Land,1947-09-09,0.0,0.0,0.0
['mikhail zharov'],Aniskin and Fantomas,1974-05-08,0.0,0.0,0.0
['gabriel julien-laferrière'],We Are Family,2016-08-10,0.0,0.0,0.0
['igor maslennikov'],Winter Cherries,1985-10-21,0.0,0.0,0.0
['viktor titov'],Ехали в трамвае Ильф и Петров,1972-08-19,0.0,0.0,0.0
['vladimir bortko'],The Blonde Around the Corner,1983-06-06,0.0,0.0,0.0
['howard hawks'],Tiger Shark,1932-09-24,0.0,0.0,0.0
['vladimir grammatikov'],The Whiskered Nanny,1977-06-06,0.0,0.0,0.0
['mikhail romm'],Lenin in October,1937-11-07,0.0,0.0,0.0
['sergei mikaelyan'],Love by Request,1982-11-01,0.0,0.0,0.0
['aida zyablikova'],Приключения Домовёнка,1986-03-25,0.0,0.0,0.0
['tatyana lioznova'],Carnival,1982-02-17,0.0,0.0,0.0
[],"Don't call him ""Dimon""",2017-03-02,0.0,7200.0,0.0
['daniel hoesl'],WiNWiN,2016-01-27,0.0,0.0,0.0
['igor talankin'],Choice of Purpose,1975-01-01,0.0,0.0,0.0
['gerard barrett'],Brain on Fire,2017-02-22,0.0,0.0,0.0
['edgar g. ulmer'],The Cavern,1964-06-26,0.0,0.0,0.0
['kunal kohli'],Fanaa,2006-05-26,4.18413358490566,5300000.0,22175908.0
['bill teck'],One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,2014-08-26,0.0,0.0,0.0
['kim joon-sung'],Lucid Dream,2017-02-22,0.0,5000000.0,0.0
['li yu'],Fish and Elephant,2001-09-01,0.0,0.0,0.0
['jason bourque'],Drone,2017-05-26,0.0,4000000.0,0.0
['patrik syversen'],Dragonheart: Battle for the Heartfire,2017-06-13,0.0,0.0,0.0
['leonid kvinikhidze'],The Straw Hat,1974-06-06,0.0,0.0,0.0
['nikolai gubenko'],Wounded Game,1977-06-20,0.0,0.0,0.0
['patrick yau'],The Longest Nite,1998-01-01,0.0,0.0,0.0
['david schmoeller'],Tourist Trap,1979-01-25,0.0,0.0,0.0
['nicole jones-dion'],Stasis,2017-06-02,0.0,0.0,0.0
['anita barbosa'],Amor.com,2017-06-01,0.0,0.0,0.0
[],Медведь,1938-06-11,0.0,0.0,0.0
['eugène green'],The Portuguese Nun,2009-08-09,0.0,0.0,0.0
['richard wallace'],Sinbad il marinaio,1947-01-13,0.0,0.0,0.0
['frank lotito'],Growing Up Smith,2017-02-03,0.0,0.0,0.0
['valentina brumberg'],The Night Before Christmas,1951-01-01,0.0,0.0,0.0
['antoinette jadaone'],That Thing Called Tadhana,2014-11-09,0.0,0.0,0.0
['tadeusz konwicki'],All Souls' Day,1961-12-05,0.0,0.0,0.0
['takashi masunaga'],Metamorphoses,1978-05-03,0.0,0.0,0.0
['adrienne shelly'],I'll Take You There,1999-09-03,0.0,0.0,0.0
['charles sturridge'],Gulliver's Travels,1996-02-04,0.0,28000000.0,0.0
['deb shoval'],AWOL,2017-05-19,0.0,0.0,0.0
['harry cleven'],Angel,2016-09-11,0.0,0.0,0.0
['oren uziel'],Shimmer Lake,2017-06-09,0.0,0.0,0.0
['ben berman'],How to Lose Weight in 4 Easy Steps!,2016-01-16,0.0,0.0,0.0
['tadeusz konwicki'],"How Far, How Near",1972-05-04,0.0,0.0,0.0
['vitold bordzilovsky'],Ded Moroz i seriy volk,1978-01-01,0.0,0.0,0.0
['olivier smolders'],Black Night,2005-10-03,0.0,0.0,0.0
['roman kachanov'],The Mitten,1967-06-06,0.0,0.0,0.0
['peter luisi'],The Sandman,2011-01-18,0.0,0.0,0.0
['yan frid'],The Dog in the Manger,1977-01-01,0.0,0.0,0.0
['alan mak'],Extraordinary Mission,2017-03-31,0.0,0.0,0.0
['andrzej titkow'],Passer-By,1984-01-01,0.0,0.0,0.0
['corey asraf'],Let Me Make You a Martyr,2016-07-22,0.0,0.0,0.0
['rob epstein'],Word Is Out,1977-01-31,0.0,0.0,0.0
['georges franju'],Le grand Méliès,1952-11-12,0.0,0.0,0.0
['georges méliès'],Playing Cards,1896-01-01,0.0,0.0,0.0
['jakob m. erwa'],Center of My World,2016-11-10,0.0,0.0,0.0
['elaine madsen'],I Know a Woman Like That,2009-10-13,0.0,0.0,0.0
['szabolcs hajdu'],It's Not the Time of My Life,2016-10-01,0.0,0.0,0.0
['keizou shimizu'],Legend of the Galactic Heroes: Golden Wings,1992-12-12,0.0,0.0,0.0
['georges méliès'],A Terrible Night,1896-01-01,0.0,0.0,0.0
[],South Of Pico,2007-10-25,0.0,0.0,0.0
['tommy wirkola'],What Happened to Monday,2017-08-18,0.0,0.0,0.0
['arnold perl'],Malcolm X,1972-05-24,0.0,0.0,0.0
['michael bartlett'],House of Last Things,2013-01-30,0.0,0.0,0.0
['jorge michel grau'],7:19,2016-09-16,0.0,0.0,0.0
['ben stassen'],The Son of Bigfoot,2017-07-27,0.0,0.0,0.0
['kentaro hagiwara'],Tokyo Ghoul,2017-07-29,0.0,0.0,0.0
['blake edwards'],The Tamarind Seed,1974-07-11,0.0,0.0,0.0
['ildikó enyedi'],On Body and Soul,2017-03-02,0.0,0.0,0.0
['david leitch'],Atomic Blonde,2017-07-26,3.000264833333333,30000000.0,90007945.0
['chuck jones'],Duck Dodgers in the 24½th Century,1953-07-25,0.0,0.0,0.0
['chuck jones'],The Wearing of the Grin,1951-07-28,0.0,0.0,0.0
['bob clampett'],The Great Piggy Bank Robbery,1946-07-20,0.0,0.0,0.0
['chuck jones'],A Hound for Trouble,1951-04-27,0.0,0.0,0.0
['friz freleng'],Bunker Hill Bunny,1950-09-23,0.0,0.0,0.0
['chuck jones'],Don't Give Up the Sheep,1953-01-03,0.0,0.0,0.0
['chuck jones'],Bully for Bugs,1953-08-08,0.0,0.0,0.0
['chuck jones'],Ali Baba Bunny,1957-02-09,0.0,0.0,0.0
['jan svěrák'],Empties,2007-03-08,0.0,0.0,0.0
['marc brummund'],Sanctuary,2015-06-18,0.0,0.0,0.0
['conor mcpherson'],The Actors,2003-03-16,0.0,0.0,0.0
['werner herzog'],Where the Green Ants Dream,1984-08-31,0.0,0.0,0.0
['gordon chan'],God of War,2017-05-27,0.0,25000000.0,0.0
['georges méliès'],The Vanishing Lady,1896-01-01,0.0,0.0,0.0
['georges méliès'],A Nightmare,1896-01-01,0.0,0.0,0.0
['georges méliès'],The Haunted Castle,1897-01-01,0.0,0.0,0.0
['yasuharu hasebe'],Retaliation,1968-10-05,0.0,0.0,0.0
['raj kapoor'],Shree 420,1955-01-07,0.0,0.0,0.0
['ben sharpsteen'],Moving Day,1936-06-20,0.0,0.0,0.0
['jack kinney'],No Smoking,1951-11-23,0.0,0.0,0.0
['jack king'],Donald's Nephews,1938-04-15,0.0,0.0,0.0
['jack kinney'],Home Made Home,1951-03-23,0.0,0.0,0.0
['georges méliès'],The Surrender of Tournavos,1897-01-01,0.0,0.0,0.0
['adam coleman howard'],Dark Harbor,1999-12-31,0.0,0.0,0.0
['rené manzor'],Labyrinth,2003-09-09,0.0,0.0,0.0
['tommy stovall'],Aaron's Blood,2017-06-02,0.0,0.0,0.0
['flavio florencio'],Made in Bangkok,2015-03-09,0.0,0.0,0.0
['john kent harrison'],Alexander Graham Bell: The Sound and the Silence,1993-07-18,0.0,0.0,0.0
['kim tae-yoon'],New Trial,2017-02-15,0.0,0.0,0.0
['colin day'],Saving Banksy,2017-01-27,0.0,0.0,0.0
['david leveaux'],The Exception,2017-06-02,0.0,0.0,0.0
[],The Everyday,2013-04-23,0.0,0.0,0.0
['georges méliès'],Between Calais and Dover,1897-01-01,0.0,0.0,0.0
['robert butler'],Out of Time,1988-07-17,0.0,0.0,0.0
['georges méliès'],The Bewitched Inn,1897-01-01,0.0,0.0,0.0
['georges méliès'],After the Ball,1897-01-01,0.0,0.0,0.0
['georges méliès'],"Divers at Work on the Wreck of the ""Maine""",1898-01-01,0.0,0.0,0.0
['tyler macintyre'],Patchwork,2015-10-15,0.0,0.0,0.0
['joel moser'],BoJack Horseman Christmas Special: Sabrina's Christmas Wish,2014-12-19,0.0,0.0,0.0
['georges méliès'],Panorama pris d'un train en marche,1898-01-01,0.0,0.0,0.0
['helena taberna'],La buena nueva,2008-11-14,0.0,0.0,0.0
['jay baruchel'],Goon: Last of the Enforcers,2017-03-17,0.0,0.0,0.0
['marlen khutsiyev'],Postscript,1983-11-21,0.0,0.0,0.0
['irena pavlásková'],Photographer,2015-01-08,0.0,0.0,0.0
['carl tibbetts'],Black Mirror: White Christmas,2014-12-16,0.0,0.0,0.0
['christopher nolan'],Dunkirk,2017-07-19,5.19876949,100000000.0,519876949.0
['werner herzog'],Herakles,1962-01-01,0.0,0.0,0.0
['werner herzog'],Last Words,1968-04-02,0.0,0.0,0.0
['werner herzog'],Precautions Against Fanatics,1969-03-28,0.0,0.0,0.0
['werner herzog'],Handicapped Future,1971-01-01,0.0,0.0,0.0
['werner herzog'],No One Will Play with Me,1976-01-01,0.0,0.0,0.0
['werner herzog'],Echoes From a Sombre Empire,1990-11-28,0.0,0.0,0.0
['werner herzog'],Pilgrimage,2001-01-01,0.0,0.0,0.0
['chuck jones'],Fast and Furry-Ous,1949-09-17,0.0,0.0,0.0
['chuck jones'],Feed the Kitty,1952-02-02,0.0,0.0,0.0
['robert mckimson'],Hurdy-Gurdy Hare,1950-01-20,0.0,0.0,0.0
['chuck jones'],Operation: Rabbit,1952-01-19,0.0,0.0,0.0
['chuck jones'],Bugs Bunny and the Three Bears,1944-02-26,0.0,0.0,0.0
['robert mckimson'],Devil May Hare,1954-06-19,0.0,0.0,0.0
[],Children in the Surf at Coney Island,1904-12-18,0.0,0.0,0.0
['edwin s. porter'],"What Happened on Twenty-Third Street, New York City",1901-07-31,0.0,0.0,0.0
['george albert smith'],Grandma's Reading Glass,1900-11-01,0.0,0.0,0.0
['george albert smith'],Let Me Dream Again,1900-08-01,0.0,0.0,0.0
['bharathan'],Bairavaa,2017-01-12,inf,0.0,17000000.0
['georges méliès'],The Enchanted Well,1903-01-01,0.0,0.0,0.0
['georges méliès'],Jupiter's Thunderballs,1903-11-07,0.0,0.0,0.0
['georges méliès'],The Drawing Lesson,1903-01-01,0.0,0.0,0.0
[],"Arrival of McKinley’s Funeral Train at Canton, Ohio",1901-09-30,0.0,0.0,0.0
[],"Bombardment of Taku Forts, by the Allied Fleets",1900-08-21,0.0,0.0,0.0
['albert e. smith'],"Bird's-Eye View of Dock Front, Galveston",1900-09-21,0.0,0.0,0.0
['james h. white'],Why Jones Discharged His Clerks,1900-01-21,0.0,0.0,0.0
['james h. white'],Gymnasium Exercises and Drill at Newport Training School,1900-05-21,0.0,0.0,0.0
['mannie davis'],Wolf! Wolf!,1944-06-22,0.0,0.0,0.0
['seymour kneitel'],Stupidstitious Cat,1947-04-24,0.0,0.0,0.0
['mannie davis'],McDougal's Rest Farm,1947-01-30,0.0,0.0,0.0
[],"Annual Baby Parade, 1904, Asbury Park, N.J.",1904-09-01,0.0,0.0,0.0
['eiichi yamamoto'],Belladonna of Sadness,1973-01-01,0.0,0.0,0.0
[],The Roller Skate Craze,1907-08-02,0.0,0.0,0.0
['robert clouse'],Gymkata,1985-05-03,0.6741877647058824,8500000.0,5730596.0
['georges méliès'],Bluebeard,1901-01-01,0.0,0.0,0.0
['alice guy'],Faust et Méphistophélès,1903-01-01,0.0,0.0,0.0
['georges méliès'],The Infernal Caldron,1903-10-17,0.0,0.0,0.0
['georges méliès'],The Monster,1903-08-14,0.0,0.0,0.0
['georges méliès'],Apparitions,1903-10-16,0.0,0.0,0.0
['georges méliès'],Extraordinary Illusions,1903-01-01,0.0,0.0,0.0
['georges méliès'],The Kingdom of Fairies,1903-08-31,0.0,0.0,0.0
['georges méliès'],The Magic Lantern,1903-01-01,0.0,0.0,0.0
['georges méliès'],The Merry Frolics of Satan,1906-01-01,0.0,0.0,0.0
['ryan white'],The Keepers,2017-05-19,0.0,0.0,0.0
['segundo de chomón'],The Red Spectre,1907-01-01,0.0,0.0,0.0
[],The Dancing Pig,1907-08-10,0.0,0.0,0.0
['segundo de chomón'],Les papillons japonais,1908-05-15,0.0,0.0,0.0
['segundo de chomón'],Diabolical Pickpocket,1908-01-01,0.0,0.0,0.0
['walter r. booth'],The '?' Motorist,1906-10-01,0.0,0.0,0.0
['segundo de chomón'],Easter Eggs,1907-07-24,0.0,0.0,0.0
['segundo de chomón'],Les tulipes,1907-05-23,0.0,0.0,0.0
['d.w. griffith'],The Country Doctor,1909-07-08,0.0,0.0,0.0
['d.w. griffith'],The Sealed Room,1909-09-02,0.0,0.0,0.0
['d.w. griffith'],A Corner in Wheat,1909-12-13,0.0,0.0,0.0
['paul terry'],Farmer Al Falfa Sees New York,1916-10-17,0.0,0.0,0.0
['chris rodley'],Heavy Metal Britannia,2010-03-07,0.0,0.0,0.0
[],El Violetero,1960-11-24,0.0,0.0,0.0
['michael oswald'],Princes of the Yen,2014-11-05,0.0,0.0,0.0
['carol wiseman'],A Little Princess,1986-01-01,0.0,0.0,0.0
['david grossman'],Frog,1987-01-01,0.0,0.0,0.0
['cruz angeles'],Don't Let Me Drown,2009-01-01,0.0,0.0,0.0
['edwin s. porter'],Life of an American Fireman,1903-01-21,0.0,0.0,0.0
['billy bitzer'],New York Subway,1905-06-05,0.0,0.0,0.0
['j. stuart blackton'],Humorous Phases of Funny Faces,1906-04-05,0.0,0.0,0.0
['wallace mccutcheon'],The 'Teddy' Bears,1907-03-02,0.0,0.0,0.0
['d.w. griffith'],The Unchanging Sea,1910-05-05,0.0,0.0,0.0
['segundo de chomón'],An Awful Symphony,1909-01-01,0.0,0.0,0.0
['émile cohl'],Brains Repaired,1911-01-01,0.0,0.0,0.0
['émile cohl'],The Dentures,1909-11-16,0.0,0.0,0.0
['laurence trimble'],Her Crowning Glory,1911-09-11,0.0,0.0,0.0
['d.w. griffith'],In the Border States,1910-06-13,0.0,0.0,0.0
['robert z. leonard'],The Delicious Little Devil,1919-05-01,0.0,0.0,0.0
['james williamson'],Stop Thief!,1901-01-01,0.0,0.0,0.0
['d.w. griffith'],The Mender of Nets,1912-02-14,0.0,0.0,0.0
['daniel ray'],Heidi,2014-09-08,0.0,0.0,0.0
[],The Gerber Syndrome: Il Contagio,2011-06-21,0.0,0.0,0.0
['dean alioto'],UFO Abduction,1989-01-01,0.0,0.0,0.0
['alberto g. rodriguez'],The Summoning,2017-01-10,0.0,0.0,0.0
['mark cullen'],Once Upon a Time in Venice,2017-06-08,0.0,0.0,0.0
['carlo guillermo proto'],Resurrecting Hassan,2017-09-22,0.0,0.0,0.0
['kevin brownlow'],Hollywood,1980-02-09,0.0,0.0,0.0
['laurie lynd'],For Love and Honor,2016-07-30,0.0,0.0,0.0
['nico mastorakis'],Nightmare at Noon,1988-09-28,0.0,0.0,0.0
['chris sun'],Daddy's Little Girl,2012-01-01,0.0,0.0,0.0
['bernd eichinger'],Der große Bagarozy,1999-10-06,0.0,0.0,0.0
['oliver stone'],The Putin Interviews,2017-06-12,0.0,0.0,0.0
['bonni cohen'],An Inconvenient Sequel: Truth to Power,2017-07-28,0.0,1000000.0,0.0
['scott noble'],PsyWar: The real battlefield is your mind,2010-10-08,0.0,0.0,0.0
['claude zidi'],My New Partner,1984-09-19,0.0,0.0,0.0
['leonid kvinikhidze'],Friend,1988-05-01,0.0,0.0,0.0
['tom browne'],Radiator,2014-10-15,0.0,0.0,0.0
['christian-jaque'],The Law Is the Law,1958-09-17,0.0,0.0,0.0
['denys de la patellière'],The Tattoo,1968-08-17,0.0,0.0,0.0
['konstantin khudyakov'],Success,1984-06-06,0.0,0.0,0.0
['neill blomkamp'],Rakka,2017-06-14,0.0,0.0,0.0
['jerzy kawalerowicz'],Pharaoh,1966-03-10,0.0,0.0,0.0
['ge shuiying'],Agent F.O.X.,2014-06-01,0.0,0.0,0.0
['thomas q. napper'],Jawbone,2017-05-12,0.0,0.0,0.0
['william a. kirkley'],Orange Sunshine,2016-03-14,0.0,0.0,0.0
['jamie root'],The Invoking 2,2015-10-06,0.0,0.0,0.0
['alex ranarivelo'],American Wrestler: The Wizard,2016-04-23,0.0,0.0,0.0
['jim mallon'],Blood Hook,1987-04-01,0.0,0.0,0.0
['erik nelson'],A Gray State,2017-08-07,0.0,0.0,0.0
['david cave'],The Void,2016-11-08,0.0,0.0,0.0
['johan bromander'],American Burger,2014-10-17,0.0,0.0,0.0
['dmitriy astrakhan'],Перекресток,1998-12-30,0.0,0.0,0.0
[],Poor Sasha,1997-12-26,0.0,0.0,0.0
['kristoffer nyholm'],The Enfield Haunting,2015-05-03,0.0,0.0,0.0
['yaroslav chevazhevskiy'],To the Sea!,2009-01-08,0.0,0.0,0.0
['jeffrey schwarz'],Hitchcocked!,2006-08-11,0.0,0.0,0.0
['leonid gayday'],Businessmen,1962-06-06,0.0,0.0,0.0
['ivan lukinsky'],Soldier Ivan Brovkin,1955-09-08,0.0,0.0,0.0
['alfred vohrer'],Flaming Frontier,1965-12-14,0.0,0.0,0.0
['sung-hoon kim'],Confidential Assignment,2017-01-18,6.584507042253521,8520000.0,56100000.0
['alex merkin'],Altitude,2017-04-14,0.0,0.0,0.0
['douglas schulze'],The Dark Below,2016-06-01,0.0,0.0,0.0
['randy barbato'],101 Rent Boys,2000-06-07,0.0,0.0,0.0
['alan resnick'],Unedited Footage of a Bear,2014-12-16,0.0,0.0,0.0
['yance ford'],Strong Island,2017-01-23,0.0,0.0,0.0
['alan resnick'],This House Has People in It,2016-03-16,0.0,0.0,0.0
['joseph pelling'],"Don't Hug Me, I'm Scared",2011-07-25,0.0,0.0,0.0
['becky sloan'],"Don't Hug Me, I'm Scared II: Time",2014-01-08,0.0,0.0,0.0
['becky sloan'],Don't Hug Me I'm Scared 5,2015-10-14,0.0,0.0,0.0
['david firth'],Cream,2017-05-30,0.0,0.0,0.0
['alan resnick'],Live Forever as You Are Now with Alan Resnick,2013-12-24,0.0,750000.0,0.0
['ken marino'],The Salad Mixxxer,2014-10-13,0.0,0.0,0.0
['um tae-hwa'],Vanishing Time: A Boy Who Returned,2016-11-10,0.0,0.0,0.0
['jacques rivette'],Secret Defense,1998-03-18,0.0,0.0,0.0
['hatem khraiche'],Orbiter 9,2017-04-07,0.0,0.0,0.0
['brad douglas'],Besetment,2016-10-01,0.0,0.0,0.0
['robert butler'],Scandalous John,1971-06-22,0.0,0.0,0.0
['john hayes'],Mama's Dirty Girls,1974-08-17,0.0,0.0,0.0
['viktor shamirov'],The Practice of Beauty,2011-11-24,0.0,0.0,0.0
['satoshi kuwabara'],Yu-Gi-Oh!: The Dark Side of Dimensions,2016-04-23,inf,0.0,1015339.0
['tracey moffatt'],Bedevil,1993-09-11,0.0,0.0,0.0
['andrew c. erin'],Havenhurst,2016-08-22,0.0,0.0,0.0
['sam jaimes'],"Why, Charlie Brown, Why?",1990-03-16,0.0,0.0,0.0
['tommy faircloth'],Family Possessions,2016-10-21,0.0,0.0,0.0
['paolo campana'],Vinylmania: When Life Runs at 33 Revolutions Per Minute,2012-01-01,0.0,33000.0,0.0
['john scheinfeld'],Chasing Trane,2017-04-14,inf,0.0,393970.0
"['arthur rankin, jr.']",The Easter Bunny Is Comin' to Town,1977-04-06,0.0,0.0,0.0
"['arthur rankin, jr.']",Frosty's Winter Wonderland,1976-12-02,0.0,0.0,0.0
['jamie mitchell'],Mickey's House of Villains,2001-11-15,0.0,0.0,0.0
['mike southon'],Air Bud: Spikes Back,2003-07-01,0.0,5000000.0,0.0
['bill bannerman'],Air Bud 3: World Pup,2001-06-29,0.0,0.0,0.0
['victor cook'],Tarzan & Jane,2002-06-24,0.0,0.0,0.0
['kunihiko yuyama'],Pokémon: Destiny Deoxys,2004-07-22,0.0,0.0,0.0
['flamarion ferreira'],The Christmas Tree,1991-02-02,0.0,0.0,0.0
['shoujirou nishimi'],Mutafukaz,2017-06-13,0.0,0.0,0.0
['leonid gayday'],Obsession,1965-08-16,0.0,0.0,0.0
