production_companies,title,revenue
"['johnson production group', 'shadowland']",Babysitter's Black Book,0.0
['left bank pictures'],"Tommy Cooper: Not Like That, Like This",0.0
['freibeuter films'],Macondo,0.0
['the sabi company'],Down and Dangerous,0.0
['kosakowski films'],German Angst,0.0
"['painted lady productions', 'canada limited']",Black Angel,0.0
,Dirty Business,0.0
,Barnum!,0.0
,High Road,0.0
,Alexia,0.0
['solar films inc.'],Reunion,0.0
"['universal pictures', 'gold circle films', 'brownstone productions']",Pitch Perfect 2,287506194.0
,The Gospel According to Philip K. Dick,0.0
"['les productions artistes associés', 'les films dargaud']",Le viager,0.0
"['cee note', 'stranger productions inc.']",Get Mean,0.0
['triglav film'],Class Enemy,0.0
,Farmland,0.0
,Tricked: The Documentary,0.0
['nomadic pictures'],Mutant World,1500000.0
"['lux film', 'tiberius film', 'lovćen film']",Duel of Champions,0.0
['b.r.c produzione s.r.l'],Crazy Westerners,0.0
['b.r.c. produzione s.r.l.'],"Django, Prepare a Coffin",0.0
"['ízaro films', 'b.r.c. produzione s.r.l.']",Forgotten Pistolero,0.0
['amerinda est'],Ten Zan - Ultimate Mission,0.0
,The Prince and the Pauper,0.0
['cimate film'],Erotic Games in the Third Galaxy,0.0
"['shaw brothers', 'internazionale nembo distribuzione importazione esportazione film']",Supermen Against the Orient,0.0
"['copercines, cooperativa cinematográfica', 'devon film', 'tiki film']",Human Cobras,0.0
,Three Supermen in the Jungle,0.0
,I guappi non si toccano,0.0
['lenfilm'],September Vacation,0.0
,Everything for Sale,0.0
"['kantana animation studios', 'golden network asia']",Echo Planet,0.0
,Love Hotel,0.0
['naho productions'],How to Commit Marriage,0.0
,The Trap,0.0
"['paramount pictures', 'hope enterprises']",That Certain Feeling,0.0
"['films montana', 'euan lloyd productions', 'finarco']",The Man Called Noon,0.0
"['paramount pictures', 'sagittarius productions']",Innocent Bystanders,0.0
['paramount pictures'],The Long Day's Dying,0.0
,A Buddha,0.0
,Two Hundred Thousand Dirty,0.0
,Manos sucias,0.0
"['coquette productions', 'new artists alliance']",Just Before I Go,0.0
['productora ocio'],El bosque de Karadima,0.0
"['rastar pictures', 'skatetown', 'kbc']","Skatetown, U.S.A.",0.0
"['columbia pictures', 'castle rock entertainment', 'nelson entertainment']",Winter People,0.0
,Joshua Then and Now,0.0
,Split Image,263635.0
['j. barry kulick production'],Two Gentlemen Sharing,0.0
,Tiara Tahiti,0.0
,Macbeth,0.0
['daniel scharf productions'],Metal Skin,0.0
"['reteitalia', 'trio cinema & televisione']",Specters,0.0
['carl froelich-film gmbh'],The Treasure,0.0
['hal roach studios'],Do Detectives Think?,0.0
['hal roach studios'],You're Darn Tootin',0.0
,Addicted,0.0
,Bad Hair,0.0
"['the zanuck company', 'flavor unit entertainment', 'hbo films']",Bessie,0.0
['roser film'],The Little Chaos,0.0
,Devil's Island,0.0
['svensk filmindustri (sf)'],Here Is Your Life,0.0
,Iverson,0.0
['odeon rybarczyk productions'],Milosc,0.0
['metro-goldwyn-mayer (mgm)'],The Murder Man,0.0
"['plan b entertainment', 'hbo films', 'bn films', 'yoruba saxon productions', 'sea smoke entertainment']",Nightingale,0.0
,Rembrandt,0.0
['roser film'],The City Tramp,0.0
['paramount pictures'],The Accused,0.0
"['kay-bee pictures', 'new york motion picture']",The Coward,0.0
,The Good Lie,0.0
['grand productions (i)'],The Iron Sheriff,0.0
['rko radio pictures'],The Life of Vergie Winters,0.0
['monogram pictures'],The Lion Hunters,0.0
"['u.s. army signal corps', 'british service units']",Tunisian Victory,0.0
,The Stone Roses: Made of Stone,729043.0
"['killer films', 'film4', 'number 9 films']",Carol,40272135.0
['hbo documentary films'],Thought Crimes,0.0
,Three Inches,0.0
,El Medico: The Cubaton Story,0.0
"['british broadcasting corporation (bbc)', 'endor productions']",Roald Dahl's Esio Trot,0.0
['intermedia network'],"Montevideo, God Bless You!",0.0
['pathé'],What a Drag,0.0
['angels productions'],Angels Die Hard,0.0
"['dear america', 'gba']",Dear America: Letters Home from Vietnam,0.0
,Code Black,0.0
['tiedebaby films'],The King of Arcades,0.0
,Anonymous Rex,0.0
,"Usain Bolt, La Légende",0.0
,The American Scream,0.0
"['odyssey media', 'rodin entertainment', 'ace film company', 'chunqiu time culture co.']",Pound of Flesh,0.0
,Stripped,0.0
"['nederlandse christelijke radio-vereniging (ncrv)', 'rinkel film', 'living stone']",Accused,0.0
['mithya talkies'],Ankhon Dekhi,0.0
['zee limelight'],Gulaal,0.0
,Black Friday,0.0
['illusions entertainment corporation'],Anthrax,0.0
,Rough Cut,0.0
,The Buttercream Gang,0.0
['beijing starlit movie and tv culture'],For Love or Money,5600000.0
['worldview entertainment'],Strangerland,17472.0
['mosfilm'],Office Romance,0.0
,The Backwater Gospel,0.0
['mosfilm'],Bootleggers,0.0
,Garpastum,0.0
"['studio 37', 'les films du kiosque', 'tf1 films production', 'ouille productions', 'aurel films']",You Don't Choose Your Family,0.0
"['vocal yokels', 'indieproduction', 'one media']",Persecuted,1558836.0
['nomadic pictures'],The Dorm,0.0
,Susie's Hope,0.0
['double helix films'],Sleepaway Camp III: Teenage Wasteland,0.0
"['seabourne pictures', 'quite quick productions']",After,0.0
,The Hands,0.0
,Betty Blowtorch: And Her Amazing True Life Adventures,0.0
,Design Is One,0.0
['gorky film studio'],I Am Twenty,0.0
,Cold Summer of 1953,0.0
,Kokoko,0.0
,The Ransom of Red Chief,0.0
"['international traders', 'between the eyes', 'vertigo films']",Monsters: Dark Continent,0.0
['sgl entertainment'],Reminiscence,0.0
,Teacher of the Year,0.0
,The Happening,0.0
,Eyeborgs,0.0
['william goetz productions'],The Mountain Road,0.0
['hallmark hall of fame productions'],Away and Back,0.0
['vinay pictures'],Andaz Apna Apna,0.0
['a.g. films'],Hera Pheri,0.0
"['haut et court', 'eurimages', 'lemming film', 'element pictures', 'nederlands fonds voor de film', 'canal+', 'greek film center', 'film4', 'ciné+', ""centre national du cinéma et de l'image animée (cnc)"", 'faliro house productions', 'scarlet films', 'institut français', ""l'aide aux cinémas du monde"", 'limp films', 'ministère des affaires étrangères et du développement international', 'protagonist films']",The Lobster,15656193.0
"['sony pictures television', 'silver screen pictures']",Beautiful & Twisted,0.0
['jos-to productions'],"Abar, the First Black Superman",0.0
"['united king films', 'pallas film', 'pie films', 'twenty twenty vision filmproduktion gmbh', '2-team productions']",The Farewell Party,0.0
"['consejo nacional para la cultura y las artes (conaculta)', 'unam', 'catatonia films']",Güeros,0.0
"['lionsgate', 'grindstone entertainment group', 'silver reel', 'sly predator', 'matt baer films', 'gold star films', 'lotus entertainment (i)']",Maggie,187112.0
['mount everest enterprises ltd'],"Ilsa, the Tigress of Siberia",0.0
['shaw brothers'],The Bamboo House of Dolls,0.0
,The Designated Victim,0.0
"['eddie wong films', 'wildheart films']",Thunderstruck,0.0
"['new line cinema', 'warner bros.', 'metro-goldwyn-mayer (mgm)', 'pacific standard']",Hot Pursuit,51680201.0
['lindsay shonteff film productions limited'],Permissive,0.0
"['the new zealand film commission', 'film4', 'see saw films', 'a24', 'dmc films']",Slow West,229094.0
"['lunamine', 'victoria deluxe']",Offline,0.0
"['av pictures', 'liquid noise films', 'forefront features', 'north light film studios', 'moviebox']",Scintilla,0.0
"['intellectual reserve, inc.']",Meet the Mormons,0.0
['23/5 filmproduktion'],The Mad,0.0
,Malarek,0.0
"['orange dot entertainment', 'radius productions']",The Mars Underground,0.0
"['lance entertainment', 'image organization', 'westwind productions inc.', 'pierre david entertainment']",Martial Law,0.0
['dan curtis productions'],Me and the Kid,0.0
,Midgets Vs. Mascots,0.0
,The Midnight Hour,0.0
['six entertainment'],The Human Centipede 3 (Final Sequence),0.0
,Mikey,0.0
['home box office (hbo)'],Mistrial,0.0
"['alliance communications corporation', 'fox west pictures', 'empath films', 'velvet star pictures']",Model by Day,0.0
"['worldview entertainment', 'dragonfly entertainment', 'sobras international pictures', 'top hat releasing', 'bh tilt']",The Green Inferno,6833445.0
,Just About Famous,0.0
,Alien Origin,0.0
,The Bear,0.0
['metro-goldwyn-mayer (mgm)'],Lolly-Madonna XXX,0.0
['etalon film'],Rita da Cascia,0.0
,In the Shadow of the Sun,0.0
['minotaur'],Chappaqua,0.0
,Deli Man,0.0
['robert stigwood organization (rso)'],Sparkle,0.0
,Rags & Tatters,0.0
"['atom factory', 'group effort films', 'get lifted film company']",Southern Rites,0.0
['a24'],Barely Lethal,6075.0
"['bbc films', 'isle of man film', 'shine pictures', 'kudos film and television', 'pinewood pictures', 'creative england']",Spooks: The Greater Good,1473809.0
"['embassy pictures corporation', 'joseph e. levine productions']",Woman Times Seven,0.0
"['making movies oy', 'allfilm', 'kick film']",The Fencer,0.0
,The Salt of Life,0.0
,Hurricane,0.0
"['the rank organisation', 'adder']",Carry On Don't Lose Your Head,0.0
,The Stationmaster Meets His Match,0.0
"['mars distribution', 'move movie', 'canal+', 'panache productions']",Suzanne,0.0
,"The Other One: The Long, Strange Trip of Bob Weir",0.0
,Ballet 422,0.0
"['australian film commission', 'inter planetary', 'davis equities corporation investment partnerships', 'o&o associates', 'count features']",Oz,0.0
"['ukbar filmes', 'cl productions', 'geyzer film production', 'pausilypon film', 'pi film', 'blonde audiovisual productions', 'kaliber film']",J.A.C.E.,0.0
"['gonzo', 'fuji television network', 'warner entertainment japan', 'warner bros.', 'dentsu', 'sky perfect well think']",Brave Story,0.0
,Restless Virgins,0.0
"['rai cinema', 'palomar']",Leopardi,0.0
,A Fish in the Bathtub,0.0
['paramount pictures'],Bulldog Drummond's Peril,0.0
['paramount pictures'],Bulldog Drummond's Bride,0.0
['associated british picture corporation'],Bulldog Drummond at Bay,0.0
['paramount pictures'],Bulldog Drummond's Secret Police,0.0
['paramount pictures'],Bulldog Drummond in Africa,0.0
['paramount pictures'],Bulldog Drummond Comes Back,0.0
['paramount pictures'],Bulldog Drummond's Revenge,0.0
['greater films ltd.'],Deadlier Than the Male,0.0
"['the rank organisation', 'ashdown film productions']",Some Girls Do,0.0
"['ambi pictures', 'monika bacardi', 'red new line']",2047: Sights of Death,0.0
['action international pictures'],Mankillers,0.0
"['epix', 'trouper productions', 'bond360']",Deep Web,0.0
,Fugly,0.0
['ito productions'],Ginza Cosmetics,0.0
['red bull media house'],"On Any Sunday, The Next Chapter",0.0
"['myriad pictures', 'mission pictures', 'isle of man film commission']",Piccadilly Jim,0.0
['nat holt productions'],Pony Express,0.0
,Just a Gigolo,0.0
"['pact productions', 'crystal films', 'tuesday films']",The Survivor,0.0
['republic pictures international'],Dark Horse,0.0
"['new concorde', 'califilm']",Shakedown,0.0
['universal international pictures (ui)'],Shakedown,0.0
['rko radio pictures'],Success At Any Price,0.0
['showtime networks'],Seventeen Again,0.0
['productions two'],Sweet Sixteen,0.0
,The Disappearance of Garcia Lorca,0.0
['vanishing angle'],The Dramatics: A Comedy,0.0
['henry halstead productions'],Up the Creek,0.0
,What Love Is,0.0
['columbia pictures corporation'],You Can't Run Away from It,0.0
['mezhrabpom-rus'],The Girl with the Hat Box,0.0
,Static,0.0
,The Flapper,0.0
['le vision pictures'],You Are My Sunshine,0.0
['shanghai animation film studio'],The Monkey King,0.0
"['ifc films', 'mockingbird pictures', 'demarest films']",5 to 7,0.0
,Seymour: An Introduction,0.0
,Open Secret,0.0
,Puffball,0.0
,Into Thin Air: Death on Everest,0.0
,Parole de flic,0.0
"['paramount pictures', 'pine-thomas productions']",Fear in the Night,0.0
['odessa film studios'],War-Time Romance,0.0
['киностудия «мосфильм»'],Afonya,0.0
,The Flight,0.0
['mosfilm'],Byelorussian Station,0.0
['mars films'],"Due cuori, una cappella",0.0
"['les productions jacques roitfeld', 'sancrosiap', 'atlántida films', 'terzafilm produzione indipendente']","It Can Be Done, Amigo",0.0
,Halleluja for Django,0.0
"['empire motion pictures', 'morphius film', 'circle pictures']",Starship Rising,0.0
,No Path Through Fire,0.0
['gorky film studio'],We'll Live Till Monday,0.0
['mosfilm'],Uncle Vanya,0.0
['mosfilm'],The Red Snowball Tree,0.0
['lenfilm'],The Debut,0.0
['lenfilm'],Monologue,0.0
['mosfilm'],Walking the Streets of Moscow,0.0
"['mosfilm', 'gruzia-film', 'qartuli pilmi']",Don't Grieve!,0.0
['mosfilm'],Oblomov,0.0
['mosfilm'],Triumph Over Violence,0.0
['r.u. media'],Short Stories,0.0
,My Love,0.0
['pierre grise productions'],Gardens in Autumn,0.0
,The Cow,0.0
"['channel one russia', 'channel 1+1', 'prodyuserskaya firma igorya tolstunova']",A Driver for Vera,2011837.0
,Blackbird,0.0
,Plus one,927277.0
,The Stroll,0.0
['central partnership'],Radio Day,0.0
,Dura,0.0
"['york pictures corporation', 'hero communications']",Kung Fu Rascals,0.0
,Waiting for Godot,0.0
['the asylum'],San Andreas Quake,0.0
"['paramount pictures', 'mediarts', 'hemmings']","Unman, Wittering and Zigo",0.0
['filmgroup productions'],Voyage to the Planet of Prehistoric Women,0.0
['condor international productions'],Lady Frankenstein,0.0
"['yellow brick films', 'emedia films']",The Lookalike,0.0
,The Anonymous People,0.0
"['twentieth century fox film corporation', 'scott free productions', 'mid atlantic films', 'international traders', 'tsg entertainment', 'genre films']",The Martian,630161890.0
,Treasure Island,0.0
"['corona filmproduktion', 'cemo film', 'eguiluz films']",Night Hair Child,0.0
['double-band films'],Road,0.0
"['voltage pictures', 'arrow films', 'boo pictures']",Return to Sender,0.0
"['utv motion pictures', 'thirupathi brothers']",Vazhakku Enn 18/9,0.0
['asylum'],I Am Omega,0.0
['cinemagic inc.'],The Alien Factor,0.0
,Magical Universe,0.0
,Concerning Violence,0.0
['laser unicorns'],Kung Fury,0.0
,Morgan,0.0
,Follow Me: The Yoni Netanyahu Story,0.0
"['pallas film', 'zweites deutsches fernsehen (zdf)', 'asap films', 'volya films', 'oy art film']",The Light Thief,0.0
"['yash raj films', 'dibakar banerjee productions']",Detective Byomkesh Bakshy!,0.0
"['illuminati films', 'maddock films']",Badlapur,11480000.0
['reliance entertainment'],Holiday,0.0
['central partnership'],Elections Day,0.0
"['télévision suisse-romande', 'tf1 films production', 'les productions audiovisuelles']",Hecate,0.0
,The Last Desperate Hours,0.0
['stefano film'],Summer Affair,0.0
,Agente Logan - missione Ypotron,0.0
,Nobody's Perfect,0.0
"['dasepo club', 'ad406']",A Hard Day,0.0
['paramount pictures'],Child's Play,0.0
"['associated british picture corporation (abpc)', 'godwin-willis']",Woman in a Dressing Gown,0.0
"['toho company', 'mifune productions co. ltd.']",Shinsengumi: Assassins of Honor,0.0
['independent artists'],Tiger Bay,0.0
"['france 2 cinéma', 'indigo film', 'pathé', 'number 9 films']",Youth,2000000.0
['clover productions'],Don't Knock The Rock,0.0
['kenwood productions'],Yield to the Night,0.0
"['associated british picture corporation (abpc)', 'marble arch productions']",The Yellow Balloon,0.0
['allegro-film'],No Trees in the Street,0.0
,A Man Could Get Killed,0.0
,Wake Up Sid,11000000.0
,Mission Kashmir,0.0
['excel entertainment'],Lakshya,0.0
['mukta searchlight films'],Iqbal,0.0
,Ghulam,0.0
['jhamu sughand productions'],Rangeela,14000000.0
['mafilm hunnia stúdió'],The Annunciation,0.0
['bear creek'],Streetwise,0.0
"['nu image films', 'winkler films', 'millennium films', 'survivor productions']",Survivor,0.0
['two to tangle productions'],Hot Girls Wanted,0.0
['lenfilm'],Striped Trip,0.0
['mosfilm'],That Munchhausen,0.0
"['paramount pictures', 'hertlandy productions']","C'mon, Let's Live a Little",0.0
['yleisradio (yle)'],Poliisin poika,0.0
,The Commander,0.0
['angel films'],To Kill a Stranger,0.0
"['burrowes film group', 'hoyts distribution', 'bdb']",Ground Zero,0.0
,Nothing Underneath,0.0
"['real internacional', 'star world productions']",The Treasure of the Amazon,0.0
,Where Is Parsifal?,0.0
"['jaguar productions', 'films internacionales (fisa)']",Jaguar Lives!,0.0
['bel air/gradison productions'],"Good Luck, Miss Wyckoff",0.0
"['the rank organisation', 'cinévidéo']",The Uncanny,0.0
,Journey Into Fear,0.0
['roadshow film distributors'],Barry McKenzie Holds His Own,0.0
"['columbia pictures', 'cyclone']",The Mutations,0.0
"['cinépix film properties (cfp)', 'dermet']",Wedding in White,0.0
,No Love for Johnnie,0.0
['ealing studios'],The Man in the Sky,0.0
['capital film'],The Taming of the Scoundrel,0.0
"['amiguetes entertainment s.l.', 'ensueño films', 'chapuzas audiovisuales']",La Máquina de Bailar,0.0
['viacom 18 motion pictures'],Bombay Talkies,0.0
['t-series'],Bhool Bhulaiyaa,0.0
,Phir Hera Pheri,0.0
,Mohra,0.0
"['k sera sera', 'z picture company']",Sarkar Raj,0.0
,Ek Ajnabee,0.0
['sahara one entertainment'],Sarkar,5900000.0
,Hulchul,0.0
,Samay: When Time Strikes,0.0
,Border,0.0
['sol lesser productions'],The Red House,0.0
['vidhu vinod chopra productions'],1942: A Love Story,0.0
['sri surya films'],Nayak: The Real Hero,0.0
,Virasat,0.0
['alive productions'],The Redwood Massacre,0.0
['johnson production group'],A Gift of Miracles,0.0
"['last british dragon', 'stax entertainment', 'picture perfect']",Curse of the Witching Tree,0.0
,The Last Days of the World,0.0
"['twentieth century fox film corporation', 'chernin entertainment', 'feigco entertainment']",Spy,235666219.0
['kumie'],Still the Water,0.0
['universal pictures'],The Strange Affair of Uncle Harry,0.0
"['disneytoon studios', 'walt disney animation studios', 'prana animation studios']",Tinker Bell,0.0
,Dazzle,0.0
"['canal+', 'fernando trueba producciones cinematográficas', 'radio televisión española (rtve)']",Living Is Easy With Eyes Closed,0.0
"['samsa film', 'liaison cinématographique', 'artémis productions', 'mille et une films']",Melody,0.0
,Power Trip,0.0
['junifilm'],Pingpong,0.0
"['pandora filmproduktion', 'arte', 'westdeutscher rundfunk (wdr)']",At Ellen’s Age,0.0
,The Vulture,0.0
"['columbia pictures', 'rorvic productions']",Domino Kid,0.0
"['universal pictures', 'fuji television network', 'dentsu', 'apatow productions']",Trainwreck,140795793.0
"['paramount pictures', 'william castle productions']",The Busy Body,0.0
"['alumbra films', 'grow pictures', 'scheherazade']",The Ministers,0.0
['johnson production group'],Zephyr Springs,0.0
['faso film'],È arrivato mio fratello,0.0
['c.g. silver film'],7 Kilos in 7 Days,0.0
"['cinecittà', 'alexandra film', 'c.g. silver film']",Department Store,0.0
,Noi uomini duri,0.0
"['reteitalia', 'scena film']",Stuff for the Rich,0.0
"['reteitalia', 'gruppo bema']",Da grande,0.0
,The Comics,0.0
['cecchi gori group'],Piedipiatti,0.0
,The Comics 2,0.0
,Infelici e contenti,0.0
,The New Comics,0.0
,Mollo tutto,0.0
['colorado film production'],Ma che bella sorpresa,0.0
['c.g. silver film'],He's Worse than Me,0.0
['faso film'],Il Ragazzo di Campagna,0.0
,Rich and Poor,0.0
,"Heads I Win, Tails You Lose",0.0
,I'm Photogenic,0.0
['rizzoli film'],"Oh, Serafina!",0.0
,"Paolo Barca, maestro elementare, praticamente nudista",0.0
,La poliziotta,0.0
['visto international inc.'],Night Train to Terror,0.0
['dudez productions'],The Bonesetter,0.0
['conquest productions'],From a Whisper to a Scream,1400000.0
"['arte', 'eurimages', ""man's films"", 'canal+', 'centre national de la cinématographie (cnc)']",Sounds of Sand,0.0
['united pictures organization'],The Alley Tramp,0.0
"['comptoir français du film production (cffp)', 'brux international pictures', 'prodif ets.', 'j.k. films']",A Virgin Among the Living Dead,0.0
,Flesh Eating Mothers,0.0
,Matilda,0.0
['nilsen premiere'],BMX Bandits,0.0
['new world pictures'],Forbidden World,0.0
['bandidos films'],La dictadura perfecta,0.0
['migdal filmes'],Casa Grande,0.0
"['iproductions', 'fauxpop media']",Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,0.0
,Zodiac: The Race Begins...,0.0
"['scott rudin productions', 'vinyl films']",Aloha,26250020.0
,Mars,0.0
,Wonderwall,0.0
"['hrvatska radiotelevizija (hrt)', 'telefilm']",Cannibal Vegetarian,0.0
"['jadran film', 'eichberg-film', 'igor film', 'bosna film', 'yugoslavia film', 'ifc international', 'united yugoslavia producers']",The Battle of Neretva,0.0
,Tempest,0.0
,The Cheating Pact,0.0
['cattleya'],Piazza Fontana: The Italian Conspiracy,0.0
['palomar'],Steel,0.0
"['fandango', 'rai cinema']",Tutto tutto niente niente,8927600.0
"['medusa film', 'lotus production']",Tutta colpa di Freud,0.0
,Amiche da morire,0.0
,See You Tomorrow,0.0
['taodue film'],Sole a catinelle,0.0
"['medusa film', 'taodue film']",What a Beautiful Day,0.0
"['lifetime television', 'sony pictures television']",With This Ring,0.0
['lagniappe films'],She's Funny That Way,111996.0
,Pudhupettai,0.0
"['zweites deutsches fernsehen (zdf)', 'detailfilm', 'videomante']",The Special Need,0.0
"['rai cinema', 'regione lazio', 'wildside', 'ministero per i beni e le attività culturali (mibac)', 'mtv italia', 'optima italia', 'giasone']",The Mafia Kills Only in Summer,0.0
['dimension pictures'],The Muthers,0.0
"['pop films', 'filmadora nacional', 'stromboli films']",After Lucia,0.0
,A Fierce Green Fire,0.0
['heretic films'],Misery Loves Comedy,0.0
,Six Acts,0.0
['worldview entertainment'],Song One,32251.0
['neue vitaskop film'],Vessel,0.0
,The Lion’s Mouth Opens,0.0
['kaleidoscope entertainment pvt. ltd.'],Maqbool,0.0
['adoor gopalakrishnan productions'],Man of the Story,0.0
,Convict,0.0
,Ladies & Gentlemen,0.0
['severin films'],Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,0.0
"['versus production', 'le pacte', 'les films du worso', 'belle epoque films']",The Nun,0.0
['eesti telefilm'],Men Don't Cry,0.0
['tallinnfilm'],Autumn,0.0
['tallinnfilm'],Kilplased,0.0
['tallinnfilm'],Spring,0.0
['tallinnfilm'],Summer,0.0
['tallinnfilm'],The Last Relic,0.0
['laugh-o-gram films'],Tommy Tucker's Tooth,0.0
['laugh-o-gram films'],Alice's Wonderland,0.0
['soyuzmultfilm'],A Flying Ship,0.0
['milimetros feature animation'],Dragon Hill,0.0
['hbo films'],The Last Outlaw,0.0
['tallinnfilm'],"Arabella, the Pirate's Daughter",0.0
['the asylum'],Flight World War II,0.0
,Living Images,0.0
['lemming film'],Tony 10,0.0
['vitamin k film'],Magnus,0.0
,Orps: The Movie,0.0
['obel film'],My Sister's Kids in Africa,0.0
['kuukulgur film'],Cherry Tobacco,0.0
"['skyline films', 'sweetpea entertainment', 'studio hamburg worldwide pictures', 'zinc entertainment inc.']",Dungeons & Dragons: Wrath of the Dragon God,0.0
"['allfilm', 'matila röhr productions']",Ruudi,0.0
['česká televize'],The Rain Fairy,0.0
,Bad Hair Friday,0.0
"['vitamin a films', 'strategic film partners', 'satori!films']",Freerunner,0.0
"['bavaria filmverleih- und produktions gmbh', 'constantin film.', 'kiddinx filmproduktion']",Hier kommt Lola,0.0
['united king films'],Cupcakes,0.0
"['gaumont', 'rizzoli films']",Hibernatus,0.0
"['italfrance films', 'tf1', 'civite casa films']",The Cry of the Owl,0.0
"['cimarron productions', 'vedette finance']",Enter the Dangerous Mind,0.0
,The Amazing Mr Blunden,0.0
['monogram pictures'],Bomba and the Jungle Girl,0.0
"['sepia films', 'dap italy', 'televisión federal (telefe)', 'pampa films', 'benteveo producciones', '7glab entertainment', 'orinoco films']",The Games Maker,0.0
['jafar panahi film productions'],Taxi,0.0
"['imagine entertainment', 'turner network television (tnt)', 'turner pictures (i)']",Conagher,0.0
['rko radio pictures'],Don't Tell the Wife,0.0
['edward small productions'],Getting Gertie's Garter,0.0
['metro-goldwyn-mayer (mgm)'],It's a Dog's Life,0.0
,Lucky 13,0.0
"['sektor film skopje', 'propeler film', 'neue mediopolis filmproduktion', 'argo film']",The Judgement,0.0
"['das kleine fernsehspiel (zdf)', 'walker worm film']",Wir waren Könige,0.0
['comedy central'],Comedy Central Roast of Charlie Sheen,0.0
,Comedy Central Roast of William Shatner,0.0
['comedy central'],Comedy Central Roast of Donald Trump,0.0
,I Am Road Comic,0.0
,Magician: The Astonishing Life and Work of Orson Welles,0.0
['oakhurst productions'],Robbery,0.0
['danziger productions ltd.'],Satellite in the Sky,0.0
['paramount pictures'],Souls at Sea,0.0
['rko radio pictures'],The Bride Walks Out,0.0
['shochiku company'],Zero Focus,0.0
['sidney lumet film productions'],The Deadly Affair,0.0
"['warner bros.', 'albion film corp. (i)']",The Double Man,0.0
['moonbot studios'],The Fantastic Flying Books of Mr Morris Lessmore,0.0
['marten pictures'],The Impossible Years,0.0
['metro-goldwyn-mayer (mgm)'],The Last Hunt,0.0
"['zespol filmowy ""kamera""']",Passenger,0.0
,The Passenger,0.0
"['arena productions', 'metro-goldwyn-mayer (mgm)']",To Trap a Spy,0.0
['warner bros.'],Tomorrow Is Another Day,0.0
['warner bros.'],Whiplash,0.0
['essanjay films'],The Fiend of Dope Island,0.0
"['shanghai film group', 'jackie & jj production', 'sparkle roll media', 'huayi brothers media', 'alibaba pictures group', 'home media & entertainment fund', 'tencent video', 'china film & tv capital', 'visualizer film company']",Dragon Blade,121545703.0
['yash raj films'],Jab Tak Hai Jaan,0.0
['yash raj films'],Mere Brother Ki Dulhan,18050000.0
['utv motion pictures'],I Hate Luv Storys,0.0
"['warner bros.', 'closest to the hole productions']",Entourage,49263404.0
"['bbc films', 'cuba pictures']",London Road,0.0
"['bungakuza', 'shinsei film company']",If You Were Young: Rage,0.0
,Erotikon,0.0
"['pm entertainment group', 'barnholtz entertainment']",Backyard Dogs,0.0
['bbc'],Bitter Lake,0.0
['nob hill productions inc.'],How to Save a Marriage and Ruin Your Life,0.0
['keyfilm'],Ventoux,0.0
,Murder of a Cat,0.0
"['christian wagner film', 'claussen+wöbke+putz filmproduktion']",Das Ende der Geduld,0.0
['hammer film productions'],Demons of the Mind,0.0
"['destination films', 'independent film (usa)', 'in association with productions', 'tunnel productions']",No Way Jose,0.0
,Time Of My Life,0.0
"['deutsche film- und fernsehakademie berlin (dffb)', 'schattenkante']",The Samurai,0.0
,Happy Ending,0.0
,No. 12: Heaven and Earth Magic,0.0
,Comedy Central Roast of Flavor Flav,0.0
['micro_scope'],You're Sleeping Nicole,0.0
['production one'],Freedom,0.0
,Our Grand Despair,0.0
['channelflip'],Ashens and the Quest for the Gamechild,0.0
,Paranormal Whacktivity,0.0
['comedy central'],Comedy Central Roast of Pamela Anderson,0.0
,The Golden Bat,0.0
,Festival,0.0
,The Prospects,0.0
,The Colour Out of Space,0.0
,Foxtrot,0.0
"['think studio', 'ciskul']",Ghost Graduation,0.0
['warner bros.'],Duck Amuck,0.0
"['revelations entertainment', 'lascaux films', 'latitude productions']",5 Flights Up,1020921.0
"['walt disney pictures', 'pixar animation studios']",Inside Out,857611174.0
"['myriad pictures', 'dreambridge films', 'bifrost pictures']",The World Made Straight,0.0
['transmar films'],Love in the Time of Civil War,0.0
"['verisimilitude', 'kotva films']",The Wolfpack,1301696.0
['levity entertainment group'],Trevor Noah: African American,0.0
,A BIG Love Story,0.0
,Blackie the Pirate,0.0
"['paramhans creation', 'sanjay singh films', 'viacom 18 motion pictures']",Tanu Weds Manu,252000.0
,Documented,0.0
,The Sisterhood of Night,0.0
['derio'],Ginger,0.0
['derio'],The Abductors,0.0
"['valiant', 'daredevil films', 'vimeo']",Soaked in Bleach,0.0
"['river road entertainment', 'john wells productions']",Love & Mercy,28641776.0
['yodi movie craftsman'],Technotise: Edit & I,0.0
,Fair of the Dove,0.0
['valiant'],Snow White and 7 Wise Men,0.0
['cinevideo 80'],Emmanuelle in the Country,0.0
,La banda Vallanzasca,0.0
,For a Book of Dollars,0.0
,The Masked Thief,0.0
"['new line cinema', 'picturehouse entertainment', 'macari/edelstein']",Amusement,0.0
['brothers k productions'],The Better Angels,70918.0
"['hyde park films', 'essen communications']",Leonie,0.0
['inca productions'],A Year in Burgundy,0.0
,To Forget Venice,0.0
,Tulips of Haarlem,0.0
,Paul Goodman Changed My Life,0.0
